STUDENT_LIST,REG. NO.,ACC. NO.,NAME,NATIONALITY,FACULTY,DEPARTMENT,PROGRAM ID,PROGRAM,YEAR,SEMESTER,TOTAL REGISTRATIONS,STUDENT STATUS,REGISTRATION TYPE,CAMPUS,HIGH_SCHOOL,DISTRICT,SCHOOL_TIER,OWNERSHIP,RESIDENCE,ACCOMMODATION Type,FEES,EXPECTED FEES(%) - RAW,TOTAL EXPECTED FEES (UGX),AMOUNT PAID (UGX),TUITION BALANCE (UGX)
List15,J25B06/004,A10038,Lawrence Nsereko,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,6,Bachelor of Divinity,2,1,3,Continuing,Normal,Mukono,Nabisunsa Girls School,Kampala,Tier 1,Private/Faith-based,R,Double Normal,60%,60,3533000,2119800,1413200
List15,J25B06/007,A10056,Ian Nakayiza,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,6,Bachelor of Divinity,2,1,3,Continuing,Normal,Mukono,Kalungu Secondary School,Kalungu,Tier 2,Public/Mixed,R,Executive,75%,75,4183000,3137250,1045750
List15,J25B06/009,A10074,Grace Nambooze,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,6,Bachelor of Divinity,2,1,3,Continuing,Normal,Mukono,Nebbi Secondary School,Nebbi,Tier 2,Public/Mixed,NR,None,30%,30,2683000,804900,1878100
List15,J25B06/011,A10094,Daniel Allen,Rwandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,6,Bachelor of Divinity,1,2,2,Leave of Absence,Late,Mukono,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based,NR,None,90%,90,2683000,2414700,268300
List15,KJ23B06/003,A10026,Grace Allen,Kenyan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,6,Bachelor of Divinity,3,2,6,Finalist,Normal,Kampala,Kyegegwa Secondary School,Kyegegwa,Tier 2,Public/Mixed,R,Ordinary,100%,100,3533000,3533000,0
List15,KJ23B06/006,A10084,Gift Kiconco,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,6,Bachelor of Divinity,4,1,7,Retake/Probation,Late,Kampala,St. Lawrence Schools,Kampala,Tier 2,Private/Faith-based,R,Executive,45%,45,4483000,2017350,2465650
List15,KJ24B06/016,A10099,Saul Barasa,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,6,Bachelor of Divinity,3,1,5,Continuing,Normal,Kampala,Ngora High School,Soroti,Tier 2,Private/Faith-based,NR,None,75%,75,2683000,2012250,670750
List15,KM23B06/005,A10028,Mugisha Achola,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,6,Bachelor of Divinity,3,2,6,Continuing,Normal,Kampala,Kyenjojo Secondary School,Kyenjojo,Tier 2,Public/Mixed,R,Executive,80%,80,4483000,3586400,896600
List15,KM23B06/012,A10087,Deborah Nakku,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,6,Bachelor of Divinity,3,2,6,Continuing,Late,Kampala,St. Mary's College Kisubi,Kampala,Tier 1,Private/Faith-based,NR,None,90%,90,2683000,2414700,268300
List15,KM24B06/006,A10080,Hope Naddumba,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,6,Bachelor of Divinity,2,2,4,Continuing,Normal,Kampala,Mbarara High School,Mbarara,Tier 1,Private/Faith-based,NR,None,90%,90,2683000,2414700,268300
List15,KM25B06/003,A10027,Zaina Nansubuga,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,6,Bachelor of Divinity,1,2,2,Continuing,Normal,Kampala,St. Joseph's Layibi,Gulu,Tier 2,Private/Faith-based,R,Ordinary,35%,35,3533000,1236550,2296450
List15,KS23B06/014,A10112,Prisca Ainomugisha,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,6,Bachelor of Divinity,3,2,6,Continuing,Normal,Kampala,Kiboga Secondary School,Kiboga,Tier 2,Public/Mixed,R,Executive,35%,35,4483000,1569050,2913950
List15,KS24B06/012,A10078,Namyalo Ssempijja,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,6,Bachelor of Divinity,2,2,4,Continuing,Late,Kampala,St. Mary's College Rushoroza,Kabarole,Tier 2,Private/Faith-based,R,Executive,40%,40,4483000,1793200,2689800
List15,M23B06/001,A10009,Isabella Jones,Nigerian,Bishop Tucker School of Divinity and Theology,Divinity and Theology,6,Bachelor of Divinity,3,2,6,Continuing,Late,Mukono,St. Joseph's Layibi,Gulu,Tier 2,Private/Faith-based,R,Executive,40%,40,4183000,1673200,2509800
List15,M23B06/003,A10019,Henry Walker,Congolese,Bishop Tucker School of Divinity and Theology,Divinity and Theology,6,Bachelor of Divinity,3,2,6,Continuing,Normal,Mukono,St. Joseph's Layibi,Gulu,Tier 2,Private/Faith-based,R,Executive,50%,50,4183000,2091500,2091500
List15,M23B06/006,A10047,Peter Ssekandi,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,6,Bachelor of Divinity,3,2,6,Continuing,Normal,Mukono,Gulu High School,Gulu,Tier 2,Private/Faith-based,NR,None,60%,60,2683000,1609800,1073200
List15,M23B06/009,A10054,Emmanuel Kibirige,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,6,Bachelor of Divinity,3,2,6,Continuing,Normal,Mukono,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based,R,Ordinary,40%,40,3333000,1333200,1999800
List15,M23B06/011,A10073,Nandutu Kisitu,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,6,Bachelor of Divinity,3,2,6,Continuing,Late,Mukono,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,NR,None,30%,30,2683000,804900,1878100
List15,M23B06/014,A10114,Daisy Nsubuga,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,6,Bachelor of Divinity,3,2,6,Continuing,Normal,Mukono,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based,R,Executive,85%,85,4183000,3555550,627450
List15,M24B06/002,A10049,Dorothy Kasule,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,6,Bachelor of Divinity,2,1,3,Leave of Absence,Late,Mukono,King's College Budo,Kampala,Tier 1,Private/Faith-based,R,Double Normal,75%,75,3533000,2649750,883250
List15,M24B06/005,A10075,Caleb Lwanga,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,6,Bachelor of Divinity,2,2,4,Continuing,Normal,Mukono,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,NR,None,35%,35,2683000,939050,1743950
List15,M24B06/008,A10101,Diana Naggenda,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,6,Bachelor of Divinity,2,2,4,Continuing,Normal,Mukono,Kakumiro Secondary School,Kakumiro,Tier 2,Public/Mixed,NR,None,70%,70,2683000,1878100,804900
List15,M25B06/001,A10022,Anena Ntambi,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,6,Bachelor of Divinity,1,2,2,Continuing,Normal,Mukono,Kalungu Secondary School,Kalungu,Tier 2,Public/Mixed,NR,None,100%,100,2683000,2683000,0
List15,M25B06/004,A10029,Valerie Bainomugisha,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,6,Bachelor of Divinity,1,2,2,Continuing,Normal,Mukono,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,R,Ordinary,90%,90,3333000,2999700,333300
List15,M25B06/006,A10070,Gift Namagombe,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,6,Bachelor of Divinity,1,2,2,Continuing,Normal,Mukono,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed,NR,None,25%,25,2683000,670750,2012250
List15,M25B06/008,A10086,Diana Ocaya,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,6,Bachelor of Divinity,1,1,1,Leave of Absence,Normal,Mukono,Kumi Secondary School,Kumi,Tier 2,Public/Mixed,NR,None,100%,100,2683000,2683000,0
List15,M25B06/010,A10111,Robert Kamara,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,6,Bachelor of Divinity,1,2,2,Continuing,Normal,Mukono,Trinity College Nabbingo,Kampala,Tier 1,Private/Faith-based,R,Ordinary,30%,30,3333000,999900,2333100
List15,S23B06/002,A10003,Simon Kiyingi,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,6,Bachelor of Divinity,3,2,6,Continuing,Normal,Mukono,Namasagali College,Kamuli,Tier 1,Private/Faith-based,R,Double Normal,80%,80,3533000,2826400,706600
List15,S23B06/004,A10023,Nakkazi Walakira,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,6,Bachelor of Divinity,3,2,6,Continuing,Normal,Mukono,Iganga Secondary School,Iganga,Tier 2,Public/Mixed,NR,None,80%,80,2683000,2146400,536600
List15,S23B06/007,A10044,Catherine Lwanga,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,6,Bachelor of Divinity,3,2,6,Continuing,Normal,Mukono,Kamuli Secondary School,Kamuli,Tier 2,Public/Mixed,R,Ordinary,50%,50,3333000,1666500,1666500
List15,S23B06/009,A10071,Nambooze Kisitu,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,6,Bachelor of Divinity,3,2,6,Continuing,Normal,Mukono,Mpigi Secondary School,Mpigi,Tier 2,Public/Mixed,R,Executive,95%,95,4183000,3973850,209150
List15,S23B06/011,A10091,Winnie Kisitu,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,6,Bachelor of Divinity,3,2,6,Continuing,Late,Mukono,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,NR,None,100%,100,2683000,2683000,0
List15,S23B06/013,A10104,Zaina Kabagenyi,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,6,Bachelor of Divinity,3,2,6,Continuing,Normal,Mukono,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,R,Executive,75%,75,4183000,3137250,1045750
List15,S24B06/003,A10015,Mary Mukasa,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,6,Bachelor of Divinity,2,2,4,Continuing,Normal,Mukono,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,R,Executive,40%,40,4183000,1673200,2509800
List15,S24B06/005,A10020,Grace Abigaba,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,6,Bachelor of Divinity,2,2,4,Continuing,Normal,Mukono,Masaka Secondary School,Masaka,Tier 2,Public/Mixed,NR,None,40%,40,2683000,1073200,1609800
List15,S24B06/007,A10045,Nakintu Natukunda,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,6,Bachelor of Divinity,2,2,4,Continuing,Normal,Mukono,St. Joseph's Layibi,Gulu,Tier 2,Private/Faith-based,NR,None,55%,55,2683000,1475650,1207350
List15,S24B06/009,A10062,Precious Nabweteme,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,6,Bachelor of Divinity,2,2,4,Continuing,Normal,Mukono,Lubiri Secondary School,Kampala,Tier 2,Public/Mixed,R,Double Normal,100%,100,3533000,3533000,0
List15,S24B06/011,A10068,Nabasirye Kiggundu,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,6,Bachelor of Divinity,2,2,4,Continuing,Normal,Mukono,St. Joseph's Layibi,Gulu,Tier 2,Private/Faith-based,NR,None,100%,100,2683000,2683000,0
List15,S24B06/014,A10096,David Otim,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,6,Bachelor of Divinity,2,2,4,Continuing,Normal,Mukono,Jinja Secondary School,Jinja,Tier 2,Public/Mixed,R,Executive,45%,45,4183000,1882350,2300650
List15,S25B06/001,A10013,Edwin Mugabi,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,6,Bachelor of Divinity,1,2,2,Continuing,Normal,Mukono,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,R,Executive,100%,100,4183000,4183000,0
List15,S25B06/003,A10034,Caroline Byaruhanga,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,6,Bachelor of Divinity,1,2,2,Continuing,Normal,Mukono,Bukomansimbi Secondary School,Bukomansimbi,Tier 2,Public/Mixed,R,Double Normal,35%,35,3533000,1236550,2296450
List15,S25B06/005,A10063,Judith Nakafeero,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,6,Bachelor of Divinity,1,2,2,Continuing,Normal,Mukono,Trinity College Nabbingo,Kampala,Tier 1,Private/Faith-based,NR,None,90%,90,2683000,2414700,268300
List15,S25B06/007,A10072,Francis Nakaggwa,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,6,Bachelor of Divinity,1,2,2,Continuing,Normal,Mukono,Duhaga Secondary School,Hoima,Tier 2,Public/Mixed,R,Double Normal,80%,80,3533000,2826400,706600
List15,S25B06/009,A10093,Noah Olara,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,6,Bachelor of Divinity,1,2,2,Continuing,Late,Mukono,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based,R,Executive,80%,80,4183000,3346400,836600
List15,S25B06/011,A10108,Brian Nakku,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,6,Bachelor of Divinity,1,2,2,Continuing,Normal,Mukono,Fort Portal Secondary School,Fort Portal,Tier 2,Public/Mixed,R,Ordinary,75%,75,3333000,2499750,833250
List15,J24P05/002,A10129,Namara Nakisige,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,5,Doctor of Ministry,3,1,5,Continuing,Late,Mukono,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,R,Ordinary,90%,90,2968000,2671200,296800
List15,J24P05/004,A10133,Nakato Namyalo,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,5,Doctor of Ministry,3,1,5,Continuing,Normal,Mukono,St. Mary's College Rushoroza,Kabarole,Tier 2,Private/Faith-based,NR,None,30%,30,2318000,695400,1622600
List15,J25P05/002,A10134,Vincent Atim,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,5,Doctor of Ministry,2,1,3,Continuing,Normal,Mukono,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based,NR,None,85%,85,2318000,1970300,347700
List15,KJ24P05/001,A10128,Francis Kigozi,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,5,Doctor of Ministry,3,1,5,Continuing,Normal,Kampala,Mubende Secondary School,Mubende,Tier 2,Public/Mixed,R,Executive,100%,100,4118000,4118000,0
List15,KM25P05/001,A10120,Joshua Namutebi,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,5,Doctor of Ministry,1,2,2,Continuing,Normal,Kampala,Trinity College Nabbingo,Kampala,Tier 1,Private/Faith-based,NR,None,65%,65,2318000,1506700,811300
List15,KS24P05/001,A10117,Timothy Tindyebwa,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,5,Doctor of Ministry,2,2,4,Continuing,Normal,Kampala,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed,NR,None,100%,100,2318000,2318000,0
List15,KS25P05/003,A10127,Anena Kijjambu,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,5,Doctor of Ministry,1,2,2,Continuing,Normal,Kampala,Kiira College Butiki,Jinja,Tier 2,Private/Faith-based,R,Double Normal,100%,100,3318000,3318000,0
List15,M24P05/002,A10125,Trevor Okot,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,5,Doctor of Ministry,2,2,4,Continuing,Late,Mukono,Tororo Girls School,Tororo,Tier 2,Private/Faith-based,NR,None,100%,100,2318000,2318000,0
List15,M24P05/004,A10139,Ben Nambooze,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,5,Doctor of Ministry,2,2,4,Continuing,Late,Mukono,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,NR,None,100%,100,2318000,2318000,0
List15,M25P05/003,A10124,Mary Wandera,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,5,Doctor of Ministry,1,2,2,Continuing,Normal,Mukono,St. Lawrence Schools,Kampala,Tier 2,Private/Faith-based,NR,None,90%,90,2318000,2086200,231800
List15,S24P05/003,A10132,Rose Namyalo,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,5,Doctor of Ministry,2,2,4,Continuing,Late,Mukono,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based,NR,None,55%,55,2318000,1274900,1043100
List15,S25P05/001,A10118,Yusuf Thomas,South Sudanese,Bishop Tucker School of Divinity and Theology,Divinity and Theology,5,Doctor of Ministry,1,2,2,Continuing,Normal,Mukono,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,R,Double Normal,50%,50,3168000,1584000,1584000
List15,S25P05/004,A10131,Maria Mitala,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,5,Doctor of Ministry,1,2,2,Continuing,Normal,Mukono,Mbarara High School,Mbarara,Tier 1,Private/Faith-based,R,Double Normal,70%,70,3168000,2217600,950400
List15,J24M02/001,A10142,Hope Bamwine,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,2,Master of Arts in Theology,2,2,4,Finalist,Normal,Mukono,Hoima Secondary School,Hoima,Tier 2,Public/Mixed,R,Ordinary,75%,75,2968000,2226000,742000
List15,J24M02/003,A10158,Charles Nakibuuka,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,2,Master of Arts in Theology,2,2,4,Leave of Absence,Normal,Mukono,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based,R,Double Normal,60%,60,3168000,1900800,1267200
List15,J24M02/005,A10176,Nabulime Pereza,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,2,Master of Arts in Theology,3,1,5,Retake/Probation,Late,Mukono,St. Peter's College Tororo,Tororo,Tier 2,Private/Faith-based,R,Executive,55%,55,3818000,2099900,1718100
List15,J24M02/007,A10180,Joan Olara,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,2,Master of Arts in Theology,3,1,5,Retake/Probation,Late,Mukono,Jinja Secondary School,Jinja,Tier 2,Public/Mixed,NR,None,70%,70,2318000,1622600,695400
List15,J25M02/004,A10166,Walter Kafuko,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,2,Master of Arts in Theology,2,1,3,Continuing,Normal,Mukono,Sembabule Secondary School,Sembabule,Tier 2,Public/Mixed,R,Double Normal,40%,40,3168000,1267200,1900800
List15,J25M02/006,A10169,Kevin Ikojo,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,2,Master of Arts in Theology,2,1,3,Continuing,Normal,Mukono,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,R,Executive,70%,70,3818000,2672600,1145400
List15,J25M02/008,A10185,Zaituni Gitta,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,2,Master of Arts in Theology,2,1,3,Continuing,Normal,Mukono,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,R,Double Normal,100%,100,3168000,3168000,0
List15,KJ25M02/003,A10157,Nambooze Magezi,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,2,Master of Arts in Theology,2,1,3,Continuing,Normal,Kampala,Pallisa Secondary School,Pallisa,Tier 2,Public/Mixed,NR,None,35%,35,2318000,811300,1506700
List15,KM24M02/005,A10160,Vanessa Nakyanzi,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,2,Master of Arts in Theology,2,2,4,Continuing,Normal,Kampala,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based,R,Ordinary,100%,100,3168000,3168000,0
List15,KM25M02/008,A10181,Victor Kansiime,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,2,Master of Arts in Theology,1,2,2,Continuing,Normal,Kampala,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed,R,Ordinary,40%,40,3168000,1267200,1900800
List15,KS24M02/006,A10182,Sheila Atim,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,2,Master of Arts in Theology,2,2,4,Continuing,Normal,Kampala,Muni Girls School,Arua,Tier 2,Private/Faith-based,NR,None,35%,35,2318000,811300,1506700
List15,M24M02/002,A10149,Fred Namaganda,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,2,Master of Arts in Theology,2,2,4,Continuing,Normal,Mukono,Kyegegwa Secondary School,Kyegegwa,Tier 2,Public/Mixed,NR,None,45%,45,2318000,1043100,1274900
List15,M24M02/004,A10159,Namara Kahinda,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,2,Master of Arts in Theology,2,1,3,Leave of Absence,Normal,Mukono,Hoima Secondary School,Hoima,Tier 2,Public/Mixed,NR,None,60%,60,2318000,1390800,927200
List15,M24M02/007,A10162,Akena Akiiki,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,2,Master of Arts in Theology,2,2,4,Continuing,Normal,Mukono,St. Mary's College Rushoroza,Kabarole,Tier 2,Private/Faith-based,NR,None,80%,80,2318000,1854400,463600
List15,M24M02/009,A10174,Gift Bagiire,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,2,Master of Arts in Theology,2,2,4,Continuing,Normal,Mukono,Kiira College Butiki,Jinja,Tier 2,Private/Faith-based,NR,None,100%,100,2318000,2318000,0
List15,M25M02/002,A10151,Joseph Sabiiti,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,2,Master of Arts in Theology,1,2,2,Continuing,Late,Mukono,Lira Town College,Lira,Tier 2,Private/Faith-based,R,Double Normal,75%,75,3168000,2376000,792000
List15,M25M02/004,A10163,Ben Nakacwa,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,2,Master of Arts in Theology,1,2,2,Continuing,Normal,Mukono,St. Lawrence Schools,Kampala,Tier 2,Private/Faith-based,NR,None,30%,30,2318000,695400,1622600
List15,M25M02/007,A10177,Patrick Muzira,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,2,Master of Arts in Theology,1,2,2,Continuing,Late,Mukono,Arua Public Secondary School,Arua,Tier 2,Public/Mixed,R,Executive,85%,85,3818000,3245300,572700
List15,S24M02/002,A10147,Amelia Lewis,Congolese,Bishop Tucker School of Divinity and Theology,Divinity and Theology,2,Master of Arts in Theology,2,2,4,Continuing,Normal,Mukono,St. Lawrence Schools,Kampala,Tier 2,Private/Faith-based,NR,None,30%,30,2318000,695400,1622600
List15,S24M02/004,A10155,Oliver Kigozi,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,2,Master of Arts in Theology,2,2,4,Continuing,Normal,Mukono,Butambala Secondary School,Butambala,Tier 2,Public/Mixed,NR,None,85%,85,2318000,1970300,347700
List15,S25M02/001,A10143,Nicholas Atim,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,2,Master of Arts in Theology,1,2,2,Continuing,Normal,Mukono,Bukomansimbi Secondary School,Bukomansimbi,Tier 2,Public/Mixed,R,Executive,30%,30,3818000,1145400,2672600
List15,S25M02/003,A10173,Eunice Opio,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,2,Master of Arts in Theology,1,2,2,Continuing,Normal,Mukono,Gulu High School,Gulu,Tier 2,Private/Faith-based,NR,None,70%,70,2318000,1622600,695400
